"LimesLimits_ID_1";"Site_type";"X_coordinate_1";"Y_coordinate_1";"HCLASS_1";"LimesLimits_ID_2";"HCLASS_2";"X_coordinate_2";"Y_coordinate_2";"Distance"
10;"rural settlement";182540;416940;5.00;24.00;4.00;183800;416300;1413.22
10;"rural settlement";182540;416940;5.00;7.00;6.00;179880;415860;2870.88
10;"rural settlement";182540;416940;5.00;6.00;6.00;179950;416600;2612.22
10;"rural settlement";182540;416940;5.00;4.00;5.00;180500;417500;2115.46
12;"civil settlement; military settlement?; road";189250;415750;8.00;1075.00;7.00;191250;415700;2000.62
12;"civil settlement; military settlement?; road";189250;415750;8.00;1143.00;6.00;191300;415350;2088.65
12;"civil settlement; military settlement?; road";189250;415750;8.00;2118.00;1.00;190050;413800;2107.72
12;"civil settlement; military settlement?; road";189250;415750;8.00;2117.00;6.00;187788;415962;1477.29
12;"civil settlement; military settlement?; road";189250;415750;8.00;1111.00;6.00;190600;416100;1394.63
12;"civil settlement; military settlement?; road";189250;415750;8.00;1163.00;2.00;191600;415200;2413.50
12;"civil settlement; military settlement?; road";189250;415750;8.00;1164.00;5.00;192000;414950;2864.00
12;"civil settlement; military settlement?; road";189250;415750;8.00;1166.00;1.00;187625;417450;2351.72
12;"civil settlement; military settlement?; road";189250;415750;8.00;1168.00;7.00;187350;416050;1923.53
12;"civil settlement; military settlement?; road";189250;415750;8.00;31.00;5.00;188860;418380;2658.75
12;"civil settlement; military settlement?; road";189250;415750;8.00;18.00;5.00;188265;415195;1130.59
12;"civil settlement; military settlement?; road";189250;415750;8.00;21.00;7.00;187500;416500;1903.94
13;"castellum";189250;415750;9.00;1164.00;5.00;192000;414950;2864.00
13;"castellum";189250;415750;9.00;1166.00;1.00;187625;417450;2351.72
13;"castellum";189250;415750;9.00;2118.00;1.00;190050;413800;2107.72
13;"castellum";189250;415750;9.00;1111.00;6.00;190600;416100;1394.63
13;"castellum";189250;415750;9.00;2117.00;6.00;187788;415962;1477.29
13;"castellum";189250;415750;9.00;1163.00;2.00;191600;415200;2413.50
13;"castellum";189250;415750;9.00;1168.00;7.00;187350;416050;1923.53
13;"castellum";189250;415750;9.00;1143.00;6.00;191300;415350;2088.65
13;"castellum";189250;415750;9.00;1075.00;7.00;191250;415700;2000.62
13;"castellum";189250;415750;9.00;21.00;7.00;187500;416500;1903.94
13;"castellum";189250;415750;9.00;31.00;5.00;188860;418380;2658.75
13;"castellum";189250;415750;9.00;18.00;5.00;188265;415195;1130.59
18;"rural settlement; burial(s)";188265;415195;5.00;1166.00;1.00;187625;417450;2344.06
18;"rural settlement; burial(s)";188265;415195;5.00;2117.00;6.00;187788;415962;903.22
18;"rural settlement; burial(s)";188265;415195;5.00;1168.00;7.00;187350;416050;1252.29
18;"rural settlement; burial(s)";188265;415195;5.00;1111.00;6.00;190600;416100;2504.24
18;"rural settlement; burial(s)";188265;415195;5.00;2118.00;1.00;190050;413800;2265.44
18;"rural settlement; burial(s)";188265;415195;5.00;2115.00;1.00;186240;417040;2739.46
18;"rural settlement; burial(s)";188265;415195;5.00;20.00;5.00;185500;415500;2781.77
18;"rural settlement; burial(s)";188265;415195;5.00;13.00;9.00;189250;415750;1130.59
18;"rural settlement; burial(s)";188265;415195;5.00;12.00;8.00;189250;415750;1130.59
18;"rural settlement; burial(s)";188265;415195;5.00;21.00;7.00;187500;416500;1512.69
20;"rural settlement";185500;415500;5.00;1166.00;1.00;187625;417450;2884.11
20;"rural settlement";185500;415500;5.00;2114.00;2.00;185050;418300;2835.93
20;"rural settlement";185500;415500;5.00;1173.00;6.00;186950;417900;2804.01
20;"rural settlement";185500;415500;5.00;1172.00;2.00;185450;417000;1500.83
20;"rural settlement";185500;415500;5.00;1168.00;7.00;187350;416050;1930.02
20;"rural settlement";185500;415500;5.00;2116.00;4.00;185150;415460;352.27
20;"rural settlement";185500;415500;5.00;2117.00;6.00;187788;415962;2334.17
20;"rural settlement";185500;415500;5.00;2115.00;1.00;186240;417040;1708.56
20;"rural settlement";185500;415500;5.00;24.00;4.00;183800;416300;1878.82
20;"rural settlement";185500;415500;5.00;18.00;5.00;188265;415195;2781.77
20;"rural settlement";185500;415500;5.00;21.00;7.00;187500;416500;2236.06
21;"rural settlement; burial(s)";187500;416500;7.00;2116.00;4.00;185150;415460;2569.84
21;"rural settlement; burial(s)";187500;416500;7.00;2115.00;1.00;186240;417040;1370.83
21;"rural settlement; burial(s)";187500;416500;7.00;1168.00;7.00;187350;416050;474.34
21;"rural settlement; burial(s)";187500;416500;7.00;1172.00;2.00;185450;417000;2110.09
21;"rural settlement; burial(s)";187500;416500;7.00;1173.00;6.00;186950;417900;1504.16
21;"rural settlement; burial(s)";187500;416500;7.00;1166.00;1.00;187625;417450;958.18
21;"rural settlement; burial(s)";187500;416500;7.00;2117.00;6.00;187788;415962;610.23
21;"rural settlement; burial(s)";187500;416500;7.00;18.00;5.00;188265;415195;1512.69
21;"rural settlement; burial(s)";187500;416500;7.00;13.00;9.00;189250;415750;1903.94
21;"rural settlement; burial(s)";187500;416500;7.00;20.00;5.00;185500;415500;2236.06
21;"rural settlement; burial(s)";187500;416500;7.00;12.00;8.00;189250;415750;1903.94
21;"rural settlement; burial(s)";187500;416500;7.00;31.00;5.00;188860;418380;2320.34
24;"rural settlement?";183800;416300;4.00;2115.00;1.00;186240;417040;2549.74
24;"rural settlement?";183800;416300;4.00;2114.00;2.00;185050;418300;2358.49
24;"rural settlement?";183800;416300;4.00;2120.00;4.00;181685;414556;2741.30
24;"rural settlement?";183800;416300;4.00;1172.00;2.00;185450;417000;1792.34
24;"rural settlement?";183800;416300;4.00;2116.00;4.00;185150;415460;1590.00
24;"rural settlement?";183800;416300;4.00;10.00;5.00;182540;416940;1413.22
24;"rural settlement?";183800;416300;4.00;20.00;5.00;185500;415500;1878.82
24;"rural settlement?";183800;416300;4.00;2.00;7.00;182200;417225;1848.14
24;"rural settlement?";183800;416300;4.00;25.00;5.00;182850;417250;1343.50
25;"rural settlement";182850;417250;5.00;2116.00;4.00;185150;415460;2914.46
25;"rural settlement";182850;417250;5.00;2120.00;4.00;181685;414556;2935.10
25;"rural settlement";182850;417250;5.00;1172.00;2.00;185450;417000;2611.99
25;"rural settlement";182850;417250;5.00;2114.00;2.00;185050;418300;2437.72
25;"rural settlement";182850;417250;5.00;2.00;7.00;182200;417225;650.48
25;"rural settlement";182850;417250;5.00;4.00;5.00;180500;417500;2363.26
25;"rural settlement";182850;417250;5.00;6.00;6.00;179950;416600;2971.95
25;"rural settlement";182850;417250;5.00;24.00;4.00;183800;416300;1343.50
25;"rural settlement";182850;417250;5.00;10.00;5.00;182540;416940;438.40
25;"rural settlement";182850;417250;5.00;776.00;4.00;183930;419800;2769.27
31;"rural settlement";188860;418380;5.00;1065.00;3.00;186700;419800;2584.95
31;"rural settlement";188860;418380;5.00;1168.00;7.00;187350;416050;2776.50
31;"rural settlement";188860;418380;5.00;2115.00;1.00;186240;417040;2942.78
31;"rural settlement";188860;418380;5.00;1166.00;1.00;187625;417450;1546.00
31;"rural settlement";188860;418380;5.00;1173.00;6.00;186950;417900;1969.39
31;"rural settlement";188860;418380;5.00;1111.00;6.00;190600;416100;2868.10
31;"rural settlement";188860;418380;5.00;2117.00;6.00;187788;415962;2644.97
31;"rural settlement";188860;418380;5.00;21.00;7.00;187500;416500;2320.34
31;"rural settlement";188860;418380;5.00;12.00;8.00;189250;415750;2658.75
31;"rural settlement";188860;418380;5.00;13.00;9.00;189250;415750;2658.75
33;"rural settlement";173600;416800;6.00;34.00;3.00;174100;416850;502.49
34;"rural settlement";174100;416850;3.00;33.00;6.00;173600;416800;502.49
35;"rural settlement";172370;422570;4.00;2157.00;1.00;174100;420750;2511.03
35;"rural settlement";172370;422570;4.00;2156.00;2.00;174540;420940;2714.00
35;"rural settlement";172370;422570;4.00;38.00;3.00;170950;423850;1911.75
35;"rural settlement";172370;422570;4.00;37.00;5.00;171650;423750;1382.31
35;"rural settlement";172370;422570;4.00;36.00;1.00;172800;423450;979.43
35;"rural settlement";172370;422570;4.00;63.00;3.00;169950;424050;2836.68
35;"rural settlement";172370;422570;4.00;39.00;2.00;170600;423900;2214.00
35;"rural settlement";172370;422570;4.00;68.00;4.00;169500;422400;2875.03
35;"rural settlement";172370;422570;4.00;42.00;2.00;174600;422100;2278.99
35;"rural settlement";172370;422570;4.00;40.00;5.00;170100;422950;2301.58
35;"rural settlement";172370;422570;4.00;67.00;5.00;169800;422650;2571.24
35;"rural settlement";172370;422570;4.00;91.00;2.00;169900;421100;2874.33
35;"rural settlement";172370;422570;4.00;41.00;1.00;170450;422400;1927.51
36;"rural settlement";172800;423450;1.00;2157.00;1.00;174100;420750;2996.66
36;"rural settlement";172800;423450;1.00;37.00;5.00;171650;423750;1188.48
36;"rural settlement";172800;423450;1.00;63.00;3.00;169950;424050;2912.47
36;"rural settlement";172800;423450;1.00;40.00;5.00;170100;422950;2745.90
36;"rural settlement";172800;423450;1.00;39.00;2.00;170600;423900;2245.55
36;"rural settlement";172800;423450;1.00;38.00;3.00;170950;423850;1892.74
36;"rural settlement";172800;423450;1.00;42.00;2.00;174600;422100;2250.00
36;"rural settlement";172800;423450;1.00;35.00;4.00;172370;422570;979.43
36;"rural settlement";172800;423450;1.00;41.00;1.00;170450;422400;2573.90
36;"rural settlement";172800;423450;1.00;647.00;3.00;171800;426250;2973.21
36;"rural settlement";172800;423450;1.00;636.00;5.00;174850;425550;2934.70
36;"rural settlement";172800;423450;1.00;637.00;6.00;174150;425150;2170.82
37;"rural settlement; burial(s)";171650;423750;5.00;897.00;3.00;170400;425700;2316.24
37;"rural settlement; burial(s)";171650;423750;5.00;65.00;2.00;168760;423440;2906.57
37;"rural settlement; burial(s)";171650;423750;5.00;40.00;5.00;170100;422950;1744.27
37;"rural settlement; burial(s)";171650;423750;5.00;63.00;3.00;169950;424050;1726.26
37;"rural settlement; burial(s)";171650;423750;5.00;38.00;3.00;170950;423850;707.10
37;"rural settlement; burial(s)";171650;423750;5.00;41.00;1.00;170450;422400;1806.23
37;"rural settlement; burial(s)";171650;423750;5.00;39.00;2.00;170600;423900;1060.66
37;"rural settlement; burial(s)";171650;423750;5.00;36.00;1.00;172800;423450;1188.48
37;"rural settlement; burial(s)";171650;423750;5.00;67.00;5.00;169800;422650;2152.32
37;"rural settlement; burial(s)";171650;423750;5.00;35.00;4.00;172370;422570;1382.31
37;"rural settlement; burial(s)";171650;423750;5.00;68.00;4.00;169500;422400;2538.70
37;"rural settlement; burial(s)";171650;423750;5.00;647.00;3.00;171800;426250;2504.49
37;"rural settlement; burial(s)";171650;423750;5.00;637.00;6.00;174150;425150;2865.30
38;"rural settlement";170950;423850;3.00;897.00;3.00;170400;425700;1930.02
38;"rural settlement";170950;423850;3.00;35.00;4.00;172370;422570;1911.75
38;"rural settlement";170950;423850;3.00;66.00;1.00;168180;423760;2771.46
38;"rural settlement";170950;423850;3.00;90.00;3.00;169000;421900;2757.71
38;"rural settlement";170950;423850;3.00;39.00;2.00;170600;423900;353.55
38;"rural settlement";170950;423850;3.00;91.00;2.00;169900;421100;2943.63
38;"rural settlement";170950;423850;3.00;40.00;5.00;170100;422950;1237.94
38;"rural settlement";170950;423850;3.00;69.00;3.00;168550;422800;2619.63
38;"rural settlement";170950;423850;3.00;67.00;5.00;169800;422650;1662.07
38;"rural settlement";170950;423850;3.00;41.00;1.00;170450;422400;1533.78
38;"rural settlement";170950;423850;3.00;65.00;2.00;168760;423440;2228.04
38;"rural settlement";170950;423850;3.00;68.00;4.00;169500;422400;2050.60
38;"rural settlement";170950;423850;3.00;36.00;1.00;172800;423450;1892.74
38;"rural settlement";170950;423850;3.00;63.00;3.00;169950;424050;1019.80
38;"rural settlement";170950;423850;3.00;37.00;5.00;171650;423750;707.10
38;"rural settlement";170950;423850;3.00;647.00;3.00;171800;426250;2546.07
39;"rural settlement";170600;423900;2.00;897.00;3.00;170400;425700;1811.07
39;"rural settlement";170600;423900;2.00;41.00;1.00;170450;422400;1507.48
39;"rural settlement";170600;423900;2.00;67.00;5.00;169800;422650;1484.08
39;"rural settlement";170600;423900;2.00;69.00;3.00;168550;422800;2326.47
39;"rural settlement";170600;423900;2.00;40.00;5.00;170100;422950;1073.54
39;"rural settlement";170600;423900;2.00;91.00;2.00;169900;421100;2886.17
39;"rural settlement";170600;423900;2.00;90.00;3.00;169000;421900;2561.24
39;"rural settlement";170600;423900;2.00;66.00;1.00;168180;423760;2424.04
39;"rural settlement";170600;423900;2.00;65.00;2.00;168760;423440;1896.62
39;"rural settlement";170600;423900;2.00;63.00;3.00;169950;424050;667.08
39;"rural settlement";170600;423900;2.00;68.00;4.00;169500;422400;1860.10
39;"rural settlement";170600;423900;2.00;37.00;5.00;171650;423750;1060.66
39;"rural settlement";170600;423900;2.00;38.00;3.00;170950;423850;353.55
39;"rural settlement";170600;423900;2.00;35.00;4.00;172370;422570;2214.00
39;"rural settlement";170600;423900;2.00;36.00;1.00;172800;423450;2245.55
39;"rural settlement";170600;423900;2.00;647.00;3.00;171800;426250;2638.65
40;"rural settlement";170100;422950;5.00;897.00;3.00;170400;425700;2766.31
40;"rural settlement";170100;422950;5.00;72.00;5.00;167650;422700;2462.72
40;"rural settlement";170100;422950;5.00;65.00;2.00;168760;423440;1426.77
40;"rural settlement";170100;422950;5.00;36.00;1.00;172800;423450;2745.90
40;"rural settlement";170100;422950;5.00;41.00;1.00;170450;422400;651.92
40;"rural settlement";170100;422950;5.00;38.00;3.00;170950;423850;1237.94
40;"rural settlement";170100;422950;5.00;91.00;2.00;169900;421100;1860.77
40;"rural settlement";170100;422950;5.00;70.00;4.00;167950;422050;2330.77
40;"rural settlement";170100;422950;5.00;37.00;5.00;171650;423750;1744.27
40;"rural settlement";170100;422950;5.00;67.00;5.00;169800;422650;424.26
40;"rural settlement";170100;422950;5.00;66.00;1.00;168180;423760;2083.86
40;"rural settlement";170100;422950;5.00;35.00;4.00;172370;422570;2301.58
40;"rural settlement";170100;422950;5.00;90.00;3.00;169000;421900;1520.69
40;"rural settlement";170100;422950;5.00;39.00;2.00;170600;423900;1073.54
40;"rural settlement";170100;422950;5.00;68.00;4.00;169500;422400;813.94
40;"rural settlement";170100;422950;5.00;73.00;3.00;167250;422800;2853.94
40;"rural settlement";170100;422950;5.00;69.00;3.00;168550;422800;1557.24
40;"rural settlement";170100;422950;5.00;63.00;3.00;169950;424050;1110.18
41;"rural settlement";170450;422400;1.00;38.00;3.00;170950;423850;1533.78
41;"rural settlement";170450;422400;1.00;65.00;2.00;168760;423440;1984.36
41;"rural settlement";170450;422400;1.00;36.00;1.00;172800;423450;2573.90
41;"rural settlement";170450;422400;1.00;72.00;5.00;167650;422700;2816.02
41;"rural settlement";170450;422400;1.00;91.00;2.00;169900;421100;1411.55
41;"rural settlement";170450;422400;1.00;37.00;5.00;171650;423750;1806.23
41;"rural settlement";170450;422400;1.00;90.00;3.00;169000;421900;1533.78
41;"rural settlement";170450;422400;1.00;63.00;3.00;169950;424050;1724.09
41;"rural settlement";170450;422400;1.00;40.00;5.00;170100;422950;651.92
41;"rural settlement";170450;422400;1.00;68.00;4.00;169500;422400;950.00
41;"rural settlement";170450;422400;1.00;67.00;5.00;169800;422650;696.41
41;"rural settlement";170450;422400;1.00;39.00;2.00;170600;423900;1507.48
41;"rural settlement";170450;422400;1.00;69.00;3.00;168550;422800;1941.64
41;"rural settlement";170450;422400;1.00;70.00;4.00;167950;422050;2524.38
41;"rural settlement";170450;422400;1.00;35.00;4.00;172370;422570;1927.51
41;"rural settlement";170450;422400;1.00;66.00;1.00;168180;423760;2646.22
42;"rural settlement";174600;422100;2.00;2156.00;2.00;174540;420940;1161.55
42;"rural settlement";174600;422100;2.00;1158.00;2.00;176750;423850;2772.18
42;"rural settlement";174600;422100;2.00;2122.00;3.00;177133;422846;2640.56
42;"rural settlement";174600;422100;2.00;2157.00;1.00;174100;420750;1439.61
42;"rural settlement";174600;422100;2.00;36.00;1.00;172800;423450;2250.00
42;"rural settlement";174600;422100;2.00;35.00;4.00;172370;422570;2278.99
43;"rural settlement";167200;415200;4.00;2167.00;5.00;167950;412475;2826.32
43;"rural settlement";167200;415200;4.00;2168.00;1.00;167725;412375;2873.36
43;"rural settlement";167200;415200;4.00;2166.00;2.00;167950;412750;2562.22
43;"rural settlement";167200;415200;4.00;2155.00;3.00;169300;416080;2276.92
43;"rural settlement";167200;415200;4.00;44.00;4.00;167550;415200;350.00
43;"rural settlement";167200;415200;4.00;47.00;3.00;165000;416800;2720.29
43;"rural settlement";167200;415200;4.00;45.00;4.00;168840;416120;1880.42
44;"rural settlement";167550;415200;4.00;2166.00;2.00;167950;412750;2482.43
44;"rural settlement";167550;415200;4.00;2167.00;5.00;167950;412475;2754.20
44;"rural settlement";167550;415200;4.00;2155.00;3.00;169300;416080;1958.80
44;"rural settlement";167550;415200;4.00;2168.00;1.00;167725;412375;2830.41
44;"rural settlement";167550;415200;4.00;45.00;4.00;168840;416120;1584.45
44;"rural settlement";167550;415200;4.00;43.00;4.00;167200;415200;350.00
45;"rural settlement";168840;416120;4.00;2155.00;3.00;169300;416080;461.73
45;"rural settlement";168840;416120;4.00;44.00;4.00;167550;415200;1584.45
45;"rural settlement";168840;416120;4.00;43.00;4.00;167200;415200;1880.42
47;"rural settlement";165000;416800;3.00;2169.00;2.00;164000;416950;1011.18
47;"rural settlement";165000;416800;3.00;43.00;4.00;167200;415200;2720.29
47;"rural settlement";165000;416800;3.00;48.00;5.00;163600;416600;1414.21
48;"rural settlement";163600;416600;5.00;2169.00;2.00;164000;416950;531.50
48;"rural settlement";163600;416600;5.00;47.00;3.00;165000;416800;1414.21
48;"rural settlement";163600;416600;5.00;53.00;1.00;162360;419300;2971.12
49;"rural settlement";161950;413280;4.00;50.00;4.00;160850;413050;1123.78
50;"rural settlement";160850;413050;4.00;49.00;4.00;161950;413280;1123.78
52;"rural settlement";162480;420060;3.00;2160.00;1.00;161680;421820;1933.28
52;"rural settlement";162480;420060;3.00;2161.00;2.00;163900;422700;2997.66
52;"rural settlement";162480;420060;3.00;54.00;6.00;163050;420220;592.03
52;"rural settlement";162480;420060;3.00;55.00;1.00;163350;420800;1142.14
52;"rural settlement";162480;420060;3.00;86.00;5.00;161850;422500;2520.01
52;"rural settlement";162480;420060;3.00;83.00;4.00;162750;422600;2554.31
52;"rural settlement";162480;420060;3.00;57.00;4.00;164740;420780;2371.91
52;"rural settlement";162480;420060;3.00;61.00;5.00;164500;420300;2034.20
52;"rural settlement";162480;420060;3.00;58.00;3.00;165100;420950;2767.03
52;"rural settlement";162480;420060;3.00;53.00;1.00;162360;419300;769.41
52;"rural settlement";162480;420060;3.00;60.00;2.00;163660;420220;1190.79
52;"rural settlement";162480;420060;3.00;84.00;3.00;162700;422950;2898.36
53;"rural settlement";162360;419300;1.00;2169.00;2.00;164000;416950;2865.67
53;"rural settlement";162360;419300;1.00;2160.00;1.00;161680;421820;2610.13
53;"rural settlement";162360;419300;1.00;61.00;5.00;164500;420300;2362.11
53;"rural settlement";162360;419300;1.00;54.00;6.00;163050;420220;1150.00
53;"rural settlement";162360;419300;1.00;57.00;4.00;164740;420780;2802.64
53;"rural settlement";162360;419300;1.00;60.00;2.00;163660;420220;1592.60
53;"rural settlement";162360;419300;1.00;48.00;5.00;163600;416600;2971.12
53;"rural settlement";162360;419300;1.00;55.00;1.00;163350;420800;1797.24
53;"rural settlement";162360;419300;1.00;52.00;3.00;162480;420060;769.41
54;"rural settlement";163050;420220;6.00;2162.00;3.00;164690;422470;2784.25
54;"rural settlement";163050;420220;6.00;2160.00;1.00;161680;421820;2106.39
54;"rural settlement";163050;420220;6.00;2161.00;2.00;163900;422700;2621.62
54;"rural settlement";163050;420220;6.00;86.00;5.00;161850;422500;2576.50
54;"rural settlement";163050;420220;6.00;83.00;4.00;162750;422600;2398.83
54;"rural settlement";163050;420220;6.00;55.00;1.00;163350;420800;652.99
54;"rural settlement";163050;420220;6.00;61.00;5.00;164500;420300;1452.20
54;"rural settlement";163050;420220;6.00;59.00;4.00;165830;421100;2915.95
54;"rural settlement";163050;420220;6.00;58.00;3.00;165100;420950;2176.09
54;"rural settlement";163050;420220;6.00;60.00;2.00;163660;420220;610.00
54;"rural settlement";163050;420220;6.00;52.00;3.00;162480;420060;592.03
54;"rural settlement";163050;420220;6.00;53.00;1.00;162360;419300;1150.00
54;"rural settlement";163050;420220;6.00;57.00;4.00;164740;420780;1780.36
54;"rural settlement";163050;420220;6.00;84.00;3.00;162700;422950;2752.34
55;"rural settlement";163350;420800;1.00;2162.00;3.00;164690;422470;2141.14
55;"rural settlement";163350;420800;1.00;2163.00;2.00;165235;422640;2634.16
55;"rural settlement";163350;420800;1.00;2160.00;1.00;161680;421820;1956.85
55;"rural settlement";163350;420800;1.00;2161.00;2.00;163900;422700;1978.00
55;"rural settlement";163350;420800;1.00;86.00;5.00;161850;422500;2267.15
55;"rural settlement";163350;420800;1.00;59.00;4.00;165830;421100;2498.07
55;"rural settlement";163350;420800;1.00;77.00;3.00;165150;423100;2920.61
55;"rural settlement";163350;420800;1.00;60.00;2.00;163660;420220;657.64
55;"rural settlement";163350;420800;1.00;82.00;5.00;162500;423350;2687.93
55;"rural settlement";163350;420800;1.00;53.00;1.00;162360;419300;1797.24
55;"rural settlement";163350;420800;1.00;54.00;6.00;163050;420220;652.99
55;"rural settlement";163350;420800;1.00;61.00;5.00;164500;420300;1253.99
55;"rural settlement";163350;420800;1.00;83.00;4.00;162750;422600;1897.36
55;"rural settlement";163350;420800;1.00;57.00;4.00;164740;420780;1390.14
55;"rural settlement";163350;420800;1.00;52.00;3.00;162480;420060;1142.14
55;"rural settlement";163350;420800;1.00;58.00;3.00;165100;420950;1756.41
55;"rural settlement";163350;420800;1.00;84.00;3.00;162700;422950;2246.10
57;"rural settlement";164740;420780;4.00;1169.00;3.00;166494;420911;1758.88
57;"rural settlement";164740;420780;4.00;1170.00;4.00;167034;421597;2435.14
57;"rural settlement";164740;420780;4.00;2161.00;2.00;163900;422700;2095.70
57;"rural settlement";164740;420780;4.00;2162.00;3.00;164690;422470;1690.73
57;"rural settlement";164740;420780;4.00;2163.00;2.00;165235;422640;1924.74
57;"rural settlement";164740;420780;4.00;55.00;1.00;163350;420800;1390.14
57;"rural settlement";164740;420780;4.00;75.00;7.00;166150;423400;2975.31
57;"rural settlement";164740;420780;4.00;77.00;3.00;165150;423100;2355.94
57;"rural settlement";164740;420780;4.00;54.00;6.00;163050;420220;1780.36
57;"rural settlement";164740;420780;4.00;84.00;3.00;162700;422950;2978.33
57;"rural settlement";164740;420780;4.00;60.00;2.00;163660;420220;1216.55
57;"rural settlement";164740;420780;4.00;59.00;4.00;165830;421100;1136.00
57;"rural settlement";164740;420780;4.00;53.00;1.00;162360;419300;2802.64
57;"rural settlement";164740;420780;4.00;58.00;3.00;165100;420950;398.12
57;"rural settlement";164740;420780;4.00;83.00;4.00;162750;422600;2696.75
57;"rural settlement";164740;420780;4.00;52.00;3.00;162480;420060;2371.91
57;"rural settlement";164740;420780;4.00;61.00;5.00;164500;420300;536.65
58;"rural settlement; burial(s)";165100;420950;3.00;2165.00;2.00;166459;423271;2689.59
58;"rural settlement; burial(s)";165100;420950;3.00;2162.00;3.00;164690;422470;1574.32
58;"rural settlement; burial(s)";165100;420950;3.00;1169.00;3.00;166494;420911;1394.54
