"LimesLimits_ID_1";"Site_type";"X_coordinate_1";"Y_coordinate_1";"HCLASS_1";"LimesLimits_ID_2";"HCLASS_2";"X_coordinate_2";"Y_coordinate_2";"Distance"
1;"rural settlement";179520;417600;3.00;3.00;5.00;178540;418540;1357.93
1;"rural settlement";179520;417600;3.00;4.00;5.00;180500;417500;985.08
1;"rural settlement";179520;417600;3.00;6.00;6.00;179950;416600;1088.53
2;"rural settlement";182200;417225;7.00;10.00;5.00;182540;416940;443.64
2;"rural settlement";182200;417225;7.00;25.00;5.00;182850;417250;650.48
3;"rural settlement";178540;418540;5.00;1.00;3.00;179520;417600;1357.93
4;"rural settlement; burial(s)";180500;417500;5.00;1.00;3.00;179520;417600;985.08
4;"rural settlement; burial(s)";180500;417500;5.00;6.00;6.00;179950;416600;1054.75
6;"rural settlement";179950;416600;6.00;7.00;6.00;179880;415860;743.30
6;"rural settlement";179950;416600;6.00;4.00;5.00;180500;417500;1054.75
6;"rural settlement";179950;416600;6.00;1.00;3.00;179520;417600;1088.53
7;"rural settlement";179880;415860;6.00;6.00;6.00;179950;416600;743.30
10;"rural settlement";182540;416940;5.00;2.00;7.00;182200;417225;443.64
10;"rural settlement";182540;416940;5.00;25.00;5.00;182850;417250;438.40
10;"rural settlement";182540;416940;5.00;24.00;4.00;183800;416300;1413.22
12;"civil settlement; military settlement?; road";189250;415750;8.00;2117.00;6.00;187788;415962;1477.29
12;"civil settlement; military settlement?; road";189250;415750;8.00;1111.00;6.00;190600;416100;1394.63
12;"civil settlement; military settlement?; road";189250;415750;8.00;18.00;5.00;188265;415195;1130.59
13;"castellum";189250;415750;9.00;1111.00;6.00;190600;416100;1394.63
13;"castellum";189250;415750;9.00;2117.00;6.00;187788;415962;1477.29
13;"castellum";189250;415750;9.00;18.00;5.00;188265;415195;1130.59
18;"rural settlement; burial(s)";188265;415195;5.00;2117.00;6.00;187788;415962;903.22
18;"rural settlement; burial(s)";188265;415195;5.00;12.00;8.00;189250;415750;1130.59
18;"rural settlement; burial(s)";188265;415195;5.00;1168.00;7.00;187350;416050;1252.29
18;"rural settlement; burial(s)";188265;415195;5.00;13.00;9.00;189250;415750;1130.59
20;"rural settlement";185500;415500;5.00;2116.00;4.00;185150;415460;352.27
21;"rural settlement; burial(s)";187500;416500;7.00;2115.00;1.00;186240;417040;1370.83
21;"rural settlement; burial(s)";187500;416500;7.00;2117.00;6.00;187788;415962;610.23
21;"rural settlement; burial(s)";187500;416500;7.00;1166.00;1.00;187625;417450;958.18
21;"rural settlement; burial(s)";187500;416500;7.00;1168.00;7.00;187350;416050;474.34
24;"rural settlement?";183800;416300;4.00;10.00;5.00;182540;416940;1413.22
24;"rural settlement?";183800;416300;4.00;25.00;5.00;182850;417250;1343.50
25;"rural settlement";182850;417250;5.00;2.00;7.00;182200;417225;650.48
25;"rural settlement";182850;417250;5.00;10.00;5.00;182540;416940;438.40
25;"rural settlement";182850;417250;5.00;24.00;4.00;183800;416300;1343.50
33;"rural settlement";173600;416800;6.00;34.00;3.00;174100;416850;502.49
34;"rural settlement";174100;416850;3.00;33.00;6.00;173600;416800;502.49
35;"rural settlement";172370;422570;4.00;36.00;1.00;172800;423450;979.43
35;"rural settlement";172370;422570;4.00;37.00;5.00;171650;423750;1382.31
36;"rural settlement";172800;423450;1.00;35.00;4.00;172370;422570;979.43
36;"rural settlement";172800;423450;1.00;37.00;5.00;171650;423750;1188.48
37;"rural settlement; burial(s)";171650;423750;5.00;35.00;4.00;172370;422570;1382.31
37;"rural settlement; burial(s)";171650;423750;5.00;38.00;3.00;170950;423850;707.10
37;"rural settlement; burial(s)";171650;423750;5.00;36.00;1.00;172800;423450;1188.48
37;"rural settlement; burial(s)";171650;423750;5.00;39.00;2.00;170600;423900;1060.66
38;"rural settlement";170950;423850;3.00;63.00;3.00;169950;424050;1019.80
38;"rural settlement";170950;423850;3.00;37.00;5.00;171650;423750;707.10
38;"rural settlement";170950;423850;3.00;40.00;5.00;170100;422950;1237.94
38;"rural settlement";170950;423850;3.00;39.00;2.00;170600;423900;353.55
39;"rural settlement";170600;423900;2.00;63.00;3.00;169950;424050;667.08
39;"rural settlement";170600;423900;2.00;40.00;5.00;170100;422950;1073.54
39;"rural settlement";170600;423900;2.00;67.00;5.00;169800;422650;1484.08
39;"rural settlement";170600;423900;2.00;38.00;3.00;170950;423850;353.55
39;"rural settlement";170600;423900;2.00;37.00;5.00;171650;423750;1060.66
40;"rural settlement";170100;422950;5.00;67.00;5.00;169800;422650;424.26
40;"rural settlement";170100;422950;5.00;38.00;3.00;170950;423850;1237.94
40;"rural settlement";170100;422950;5.00;39.00;2.00;170600;423900;1073.54
40;"rural settlement";170100;422950;5.00;63.00;3.00;169950;424050;1110.18
40;"rural settlement";170100;422950;5.00;68.00;4.00;169500;422400;813.94
40;"rural settlement";170100;422950;5.00;41.00;1.00;170450;422400;651.92
40;"rural settlement";170100;422950;5.00;65.00;2.00;168760;423440;1426.77
41;"rural settlement";170450;422400;1.00;67.00;5.00;169800;422650;696.41
41;"rural settlement";170450;422400;1.00;91.00;2.00;169900;421100;1411.55
41;"rural settlement";170450;422400;1.00;68.00;4.00;169500;422400;950.00
41;"rural settlement";170450;422400;1.00;40.00;5.00;170100;422950;651.92
42;"rural settlement";174600;422100;2.00;2156.00;2.00;174540;420940;1161.55
42;"rural settlement";174600;422100;2.00;2157.00;1.00;174100;420750;1439.61
43;"rural settlement";167200;415200;4.00;44.00;4.00;167550;415200;350.00
44;"rural settlement";167550;415200;4.00;43.00;4.00;167200;415200;350.00
45;"rural settlement";168840;416120;4.00;2155.00;3.00;169300;416080;461.73
47;"rural settlement";165000;416800;3.00;48.00;5.00;163600;416600;1414.21
47;"rural settlement";165000;416800;3.00;2169.00;2.00;164000;416950;1011.18
48;"rural settlement";163600;416600;5.00;2169.00;2.00;164000;416950;531.50
48;"rural settlement";163600;416600;5.00;47.00;3.00;165000;416800;1414.21
49;"rural settlement";161950;413280;4.00;50.00;4.00;160850;413050;1123.78
50;"rural settlement";160850;413050;4.00;49.00;4.00;161950;413280;1123.78
52;"rural settlement";162480;420060;3.00;54.00;6.00;163050;420220;592.03
52;"rural settlement";162480;420060;3.00;60.00;2.00;163660;420220;1190.79
52;"rural settlement";162480;420060;3.00;55.00;1.00;163350;420800;1142.14
52;"rural settlement";162480;420060;3.00;53.00;1.00;162360;419300;769.41
53;"rural settlement";162360;419300;1.00;52.00;3.00;162480;420060;769.41
53;"rural settlement";162360;419300;1.00;54.00;6.00;163050;420220;1150.00
54;"rural settlement";163050;420220;6.00;55.00;1.00;163350;420800;652.99
54;"rural settlement";163050;420220;6.00;52.00;3.00;162480;420060;592.03
54;"rural settlement";163050;420220;6.00;53.00;1.00;162360;419300;1150.00
54;"rural settlement";163050;420220;6.00;60.00;2.00;163660;420220;610.00
54;"rural settlement";163050;420220;6.00;61.00;5.00;164500;420300;1452.20
55;"rural settlement";163350;420800;1.00;52.00;3.00;162480;420060;1142.14
55;"rural settlement";163350;420800;1.00;54.00;6.00;163050;420220;652.99
55;"rural settlement";163350;420800;1.00;60.00;2.00;163660;420220;657.64
55;"rural settlement";163350;420800;1.00;57.00;4.00;164740;420780;1390.14
55;"rural settlement";163350;420800;1.00;61.00;5.00;164500;420300;1253.99
57;"rural settlement";164740;420780;4.00;55.00;1.00;163350;420800;1390.14
57;"rural settlement";164740;420780;4.00;60.00;2.00;163660;420220;1216.55
57;"rural settlement";164740;420780;4.00;58.00;3.00;165100;420950;398.12
57;"rural settlement";164740;420780;4.00;61.00;5.00;164500;420300;536.65
57;"rural settlement";164740;420780;4.00;59.00;4.00;165830;421100;1136.00
58;"rural settlement; burial(s)";165100;420950;3.00;61.00;5.00;164500;420300;884.59
58;"rural settlement; burial(s)";165100;420950;3.00;57.00;4.00;164740;420780;398.12
58;"rural settlement; burial(s)";165100;420950;3.00;59.00;4.00;165830;421100;745.25
58;"rural settlement; burial(s)";165100;420950;3.00;1169.00;3.00;166494;420911;1394.54
59;"rural settlement";165830;421100;4.00;1169.00;3.00;166494;420911;690.37
59;"rural settlement";165830;421100;4.00;57.00;4.00;164740;420780;1136.00
59;"rural settlement";165830;421100;4.00;58.00;3.00;165100;420950;745.25
59;"rural settlement";165830;421100;4.00;1170.00;4.00;167034;421597;1302.54
60;"rural settlement";163660;420220;2.00;52.00;3.00;162480;420060;1190.79
60;"rural settlement";163660;420220;2.00;54.00;6.00;163050;420220;610.00
60;"rural settlement";163660;420220;2.00;57.00;4.00;164740;420780;1216.55
60;"rural settlement";163660;420220;2.00;55.00;1.00;163350;420800;657.64
60;"rural settlement";163660;420220;2.00;61.00;5.00;164500;420300;843.80
61;"rural settlement";164500;420300;5.00;57.00;4.00;164740;420780;536.65
61;"rural settlement";164500;420300;5.00;54.00;6.00;163050;420220;1452.20
61;"rural settlement";164500;420300;5.00;55.00;1.00;163350;420800;1253.99
61;"rural settlement";164500;420300;5.00;58.00;3.00;165100;420950;884.59
61;"rural settlement";164500;420300;5.00;60.00;2.00;163660;420220;843.80
63;"rural settlement";169950;424050;3.00;38.00;3.00;170950;423850;1019.80
63;"rural settlement";169950;424050;3.00;65.00;2.00;168760;423440;1337.23
63;"rural settlement";169950;424050;3.00;40.00;5.00;170100;422950;1110.18
63;"rural settlement";169950;424050;3.00;67.00;5.00;169800;422650;1408.01
63;"rural settlement";169950;424050;3.00;39.00;2.00;170600;423900;667.08
65;"rural settlement";168760;423440;2.00;40.00;5.00;170100;422950;1426.77
65;"rural settlement";168760;423440;2.00;69.00;3.00;168550;422800;673.57
65;"rural settlement";168760;423440;2.00;67.00;5.00;169800;422650;1306.02
65;"rural settlement";168760;423440;2.00;72.00;5.00;167650;422700;1334.05
65;"rural settlement";168760;423440;2.00;66.00;1.00;168180;423760;662.41
65;"rural settlement";168760;423440;2.00;63.00;3.00;169950;424050;1337.23
65;"rural settlement";168760;423440;2.00;68.00;4.00;169500;422400;1276.40
66;"rural settlement";168180;423760;1.00;65.00;2.00;168760;423440;662.41
66;"rural settlement";168180;423760;1.00;69.00;3.00;168550;422800;1028.83
66;"rural settlement";168180;423760;1.00;73.00;3.00;167250;422800;1336.60
66;"rural settlement";168180;423760;1.00;72.00;5.00;167650;422700;1185.11
67;"rural settlement";169800;422650;5.00;90.00;3.00;169000;421900;1096.58
67;"rural settlement";169800;422650;5.00;65.00;2.00;168760;423440;1306.02
67;"rural settlement";169800;422650;5.00;68.00;4.00;169500;422400;390.51
67;"rural settlement";169800;422650;5.00;69.00;3.00;168550;422800;1258.96
67;"rural settlement";169800;422650;5.00;63.00;3.00;169950;424050;1408.01
67;"rural settlement";169800;422650;5.00;41.00;1.00;170450;422400;696.41
67;"rural settlement";169800;422650;5.00;39.00;2.00;170600;423900;1484.08
67;"rural settlement";169800;422650;5.00;40.00;5.00;170100;422950;424.26
68;"rural settlement?";169500;422400;4.00;90.00;3.00;169000;421900;707.10
68;"rural settlement?";169500;422400;4.00;41.00;1.00;170450;422400;950.00
68;"rural settlement?";169500;422400;4.00;69.00;3.00;168550;422800;1030.77
68;"rural settlement?";169500;422400;4.00;91.00;2.00;169900;421100;1360.14
68;"rural settlement?";169500;422400;4.00;40.00;5.00;170100;422950;813.94
68;"rural settlement?";169500;422400;4.00;67.00;5.00;169800;422650;390.51
68;"rural settlement?";169500;422400;4.00;65.00;2.00;168760;423440;1276.40
69;"rural settlement; cult site?";168550;422800;3.00;68.00;4.00;169500;422400;1030.77
69;"rural settlement; cult site?";168550;422800;3.00;67.00;5.00;169800;422650;1258.96
69;"rural settlement; cult site?";168550;422800;3.00;66.00;1.00;168180;423760;1028.83
69;"rural settlement; cult site?";168550;422800;3.00;73.00;3.00;167250;422800;1300.00
69;"rural settlement; cult site?";168550;422800;3.00;90.00;3.00;169000;421900;1006.23
69;"rural settlement; cult site?";168550;422800;3.00;72.00;5.00;167650;422700;905.53
69;"rural settlement; cult site?";168550;422800;3.00;70.00;4.00;167950;422050;960.46
69;"rural settlement; cult site?";168550;422800;3.00;65.00;2.00;168760;423440;673.57
70;"rural settlement; burial(s)";167950;422050;4.00;1170.00;4.00;167034;421597;1021.89
70;"rural settlement; burial(s)";167950;422050;4.00;90.00;3.00;169000;421900;1060.66
70;"rural settlement; burial(s)";167950;422050;4.00;73.00;3.00;167250;422800;1025.91
70;"rural settlement; burial(s)";167950;422050;4.00;69.00;3.00;168550;422800;960.46
70;"rural settlement; burial(s)";167950;422050;4.00;72.00;5.00;167650;422700;715.89
72;"rural settlement";167650;422700;5.00;69.00;3.00;168550;422800;905.53
72;"rural settlement";167650;422700;5.00;70.00;4.00;167950;422050;715.89
72;"rural settlement";167650;422700;5.00;2165.00;2.00;166459;423271;1320.80
72;"rural settlement";167650;422700;5.00;74.00;4.00;166800;423050;919.23
72;"rural settlement";167650;422700;5.00;1170.00;4.00;167034;421597;1263.35
72;"rural settlement";167650;422700;5.00;66.00;1.00;168180;423760;1185.11
72;"rural settlement";167650;422700;5.00;73.00;3.00;167250;422800;412.31
72;"rural settlement";167650;422700;5.00;65.00;2.00;168760;423440;1334.05
73;"rural settlement";167250;422800;3.00;2164.00;1.00;166445;423754;1248.25
73;"rural settlement";167250;422800;3.00;75.00;7.00;166150;423400;1252.99
73;"rural settlement";167250;422800;3.00;74.00;4.00;166800;423050;514.78
73;"rural settlement";167250;422800;3.00;66.00;1.00;168180;423760;1336.60
73;"rural settlement";167250;422800;3.00;72.00;5.00;167650;422700;412.31
73;"rural settlement";167250;422800;3.00;1170.00;4.00;167034;421597;1222.23
73;"rural settlement";167250;422800;3.00;2165.00;2.00;166459;423271;920.60
73;"rural settlement";167250;422800;3.00;70.00;4.00;167950;422050;1025.91
73;"rural settlement";167250;422800;3.00;69.00;3.00;168550;422800;1300.00
74;"rural settlement";166800;423050;4.00;2164.00;1.00;166445;423754;788.44
74;"rural settlement";166800;423050;4.00;73.00;3.00;167250;422800;514.78
74;"rural settlement";166800;423050;4.00;1170.00;4.00;167034;421597;1471.72
74;"rural settlement";166800;423050;4.00;2165.00;2.00;166459;423271;406.35
74;"rural settlement";166800;423050;4.00;75.00;7.00;166150;423400;738.24
74;"rural settlement";166800;423050;4.00;76.00;2.00;165900;424050;1345.36
74;"rural settlement";166800;423050;4.00;72.00;5.00;167650;422700;919.23
75;"rural settlement";166150;423400;7.00;74.00;4.00;166800;423050;738.24
75;"rural settlement";166150;423400;7.00;2165.00;2.00;166459;423271;334.84
75;"rural settlement";166150;423400;7.00;2164.00;1.00;166445;423754;460.80
75;"rural settlement";166150;423400;7.00;2163.00;2.00;165235;422640;1189.46
75;"rural settlement";166150;423400;7.00;73.00;3.00;167250;422800;1252.99
75;"rural settlement";166150;423400;7.00;77.00;3.00;165150;423100;1044.03
75;"rural settlement";166150;423400;7.00;76.00;2.00;165900;424050;696.41
76;"rural settlement";165900;424050;2.00;88.00;2.00;164800;424550;1208.30
76;"rural settlement";165900;424050;2.00;74.00;4.00;166800;423050;1345.36
76;"rural settlement";165900;424050;2.00;2164.00;1.00;166445;423754;620.19
76;"rural settlement";165900;424050;2.00;2165.00;2.00;166459;423271;958.81
76;"rural settlement";165900;424050;2.00;77.00;3.00;165150;423100;1210.37
76;"rural settlement";165900;424050;2.00;75.00;7.00;166150;423400;696.41
77;"rural settlement";165150;423100;3.00;2163.00;2.00;165235;422640;467.78
77;"rural settlement";165150;423100;3.00;2162.00;3.00;164690;422470;780.06
77;"rural settlement";165150;423100;3.00;2164.00;1.00;166445;423754;1450.77
77;"rural settlement";165150;423100;3.00;2165.00;2.00;166459;423271;1320.12
77;"rural settlement";165150;423100;3.00;2161.00;2.00;163900;422700;1312.44
77;"rural settlement";165150;423100;3.00;75.00;7.00;166150;423400;1044.03
77;"rural settlement";165150;423100;3.00;76.00;2.00;165900;424050;1210.37
77;"rural settlement";165150;423100;3.00;88.00;2.00;164800;424550;1491.64
79;"rural settlement";163100;424550;6.00;82.00;5.00;162500;423350;1341.64
79;"rural settlement";163100;424550;6.00;80.00;4.00;162750;424700;380.78
80;"rural settlement; burial(s)?";162750;424700;4.00;82.00;5.00;162500;423350;1372.95
80;"rural settlement; burial(s)?";162750;424700;4.00;79.00;6.00;163100;424550;380.78
82;"rural settlement; burial(s)?";162500;423350;5.00;80.00;4.00;162750;424700;1372.95
82;"rural settlement; burial(s)?";162500;423350;5.00;79.00;6.00;163100;424550;1341.64
82;"rural settlement; burial(s)?";162500;423350;5.00;86.00;5.00;161850;422500;1070.04
82;"rural settlement; burial(s)?";162500;423350;5.00;83.00;4.00;162750;422600;790.56
82;"rural settlement; burial(s)?";162500;423350;5.00;84.00;3.00;162700;422950;447.21
83;"rural settlement";162750;422600;4.00;84.00;3.00;162700;422950;353.55
83;"rural settlement";162750;422600;4.00;2160.00;1.00;161680;421820;1324.12
83;"rural settlement";162750;422600;4.00;2161.00;2.00;163900;422700;1154.33
83;"rural settlement";162750;422600;4.00;82.00;5.00;162500;423350;790.56
83;"rural settlement";162750;422600;4.00;86.00;5.00;161850;422500;905.53
84;"rural settlement";162700;422950;3.00;83.00;4.00;162750;422600;353.55
84;"rural settlement";162700;422950;3.00;2161.00;2.00;163900;422700;1225.76
84;"rural settlement";162700;422950;3.00;86.00;5.00;161850;422500;961.76
84;"rural settlement";162700;422950;3.00;82.00;5.00;162500;423350;447.21
86;"rural settlement";161850;422500;5.00;2160.00;1.00;161680;421820;700.92
86;"rural settlement";161850;422500;5.00;82.00;5.00;162500;423350;1070.04
86;"rural settlement";161850;422500;5.00;83.00;4.00;162750;422600;905.53
86;"rural settlement";161850;422500;5.00;84.00;3.00;162700;422950;961.76
88;"rural settlement?";164800;424550;2.00;77.00;3.00;165150;423100;1491.64
88;"rural settlement?";164800;424550;2.00;76.00;2.00;165900;424050;1208.30
90;"rural settlement?";169000;421900;3.00;68.00;4.00;169500;422400;707.10
90;"rural settlement?";169000;421900;3.00;69.00;3.00;168550;422800;1006.23
90;"rural settlement?";169000;421900;3.00;67.00;5.00;169800;422650;1096.58
90;"rural settlement?";169000;421900;3.00;70.00;4.00;167950;422050;1060.66
90;"rural settlement?";169000;421900;3.00;91.00;2.00;169900;421100;1204.15
91;"rural settlement";169900;421100;2.00;68.00;4.00;169500;422400;1360.14
91;"rural settlement";169900;421100;2.00;90.00;3.00;169000;421900;1204.15
91;"rural settlement";169900;421100;2.00;41.00;1.00;170450;422400;1411.55
93;"rural settlement";150070;414800;3.00;96.00;5.00;149860;415420;654.59
93;"rural settlement";150070;414800;3.00;95.00;5.00;150250;415500;722.77
93;"rural settlement";150070;414800;3.00;97.00;3.00;150200;414100;711.96
95;"rural settlement";150250;415500;5.00;97.00;3.00;150200;414100;1400.89
95;"rural settlement";150250;415500;5.00;93.00;3.00;150070;414800;722.77
95;"rural settlement";150250;415500;5.00;96.00;5.00;149860;415420;398.12
96;"rural settlement";149860;415420;5.00;97.00;3.00;150200;414100;1363.08
96;"rural settlement";149860;415420;5.00;100.00;3.00;148750;415750;1158.01
96;"rural settlement";149860;415420;5.00;95.00;5.00;150250;415500;398.12
96;"rural settlement";149860;415420;5.00;93.00;3.00;150070;414800;654.59
97;"rural settlement";150200;414100;3.00;93.00;3.00;150070;414800;711.96
97;"rural settlement";150200;414100;3.00;95.00;5.00;150250;415500;1400.89
97;"rural settlement";150200;414100;3.00;96.00;5.00;149860;415420;1363.08
99;"rural settlement";148300;415500;5.00;100.00;3.00;148750;415750;514.78
100;"rural settlement?";148750;415750;3.00;96.00;5.00;149860;415420;1158.01
100;"rural settlement?";148750;415750;3.00;99.00;5.00;148300;415500;514.78
102;"rural settlement";158250;422800;4.00;104.00;5.00;159150;423500;1140.17
102;"rural settlement";158250;422800;4.00;103.00;1.00;157475;422700;781.42
103;"rural settlement";157475;422700;1.00;102.00;4.00;158250;422800;781.42
104;"rural settlement";159150;423500;5.00;105.00;5.00;158610;424325;986.01
104;"rural settlement";159150;423500;5.00;106.00;2.00;160300;423650;1159.74
104;"rural settlement";159150;423500;5.00;102.00;4.00;158250;422800;1140.17
104;"rural settlement";159150;423500;5.00;2171.00;1.00;159900;423550;751.66
105;"rural settlement";158610;424325;5.00;104.00;5.00;159150;423500;986.01
106;"rural settlement";160300;423650;2.00;2171.00;1.00;159900;423550;412.31
106;"rural settlement";160300;423650;2.00;104.00;5.00;159150;423500;1159.74
108;"castellum?";155750;424350;9.00;2172.00;8.00;156400;425150;1030.77
109;"rural settlement";166850;425750;3.00;415.00;5.00;167150;425450;424.26
110;"rural settlement, stone-built";140190;449190;7.00;458.00;6.00;141240;448200;1443.12
110;"rural settlement, stone-built";140190;449190;7.00;461.00;5.00;140770;449810;848.99
110;"rural settlement, stone-built";140190;449190;7.00;111.00;7.00;139500;448750;818.35
110;"rural settlement, stone-built";140190;449190;7.00;2004.00;5.00;140600;447875;1377.43
110;"rural settlement, stone-built";140190;449190;7.00;112.00;6.00;139130;448760;1143.89
110;"rural settlement, stone-built";140190;449190;7.00;860.00;3.00;138900;449820;1435.61
110;"rural settlement, stone-built";140190;449190;7.00;463.00;4.00;141500;448570;1449.31
110;"rural settlement, stone-built";140190;449190;7.00;462.00;3.00;141200;448640;1150.04
110;"rural settlement, stone-built";140190;449190;7.00;515.00;7.00;139550;448070;1289.96
110;"rural settlement, stone-built";140190;449190;7.00;2003.00;1.00;139200;448200;1400.07
110;"rural settlement, stone-built";140190;449190;7.00;516.00;4.00;139700;448560;798.12
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;2004.00;5.00;140600;447875;1405.56
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;112.00;6.00;139130;448760;370.13
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;110.00;7.00;140190;449190;818.35
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;113.00;6.00;138190;449200;1385.13
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;2003.00;1.00;139200;448200;626.49
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;515.00;7.00;139550;448070;681.83
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;516.00;4.00;139700;448560;275.86
111;"rural settlement, stone-built; burial(s)";139500;448750;7.00;860.00;3.00;138900;449820;1226.74
112;"rural settlement; burial(s)";139130;448760;6.00;515.00;7.00;139550;448070;807.77
112;"rural settlement; burial(s)";139130;448760;6.00;113.00;6.00;138190;449200;1037.88
112;"rural settlement; burial(s)";139130;448760;6.00;2003.00;1.00;139200;448200;564.35
112;"rural settlement; burial(s)";139130;448760;6.00;516.00;4.00;139700;448560;604.06
112;"rural settlement; burial(s)";139130;448760;6.00;111.00;7.00;139500;448750;370.13
112;"rural settlement; burial(s)";139130;448760;6.00;110.00;7.00;140190;449190;1143.89
112;"rural settlement; burial(s)";139130;448760;6.00;860.00;3.00;138900;449820;1084.66
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;2003.00;1.00;139200;448200;1421.30
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;112.00;6.00;139130;448760;1037.88
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;512.00;5.00;138200;450500;1300.03
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;513.00;7.00;139100;450300;1427.62
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;111.00;7.00;139500;448750;1385.13
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;511.00;5.00;136920;449900;1450.13
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;860.00;3.00;138900;449820;942.60
113;"rural settlement, stone-built?; burial(s)";138190;449200;6.00;509.00;4.00;137410;450330;1373.06
114;"rural settlement";148300;440000;6.00;271.00;5.00;149060;438910;1328.79
114;"rural settlement";148300;440000;6.00;115.00;4.00;147760;440140;557.85
114;"rural settlement";148300;440000;6.00;116.00;1.00;148170;440570;584.63
115;"rural settlement";147760;440140;4.00;124.00;5.00;146590;440390;1196.41
115;"rural settlement";147760;440140;4.00;116.00;1.00;148170;440570;594.13
115;"rural settlement";147760;440140;4.00;114.00;6.00;148300;440000;557.85
116;"rural settlement?";148170;440570;1.00;115.00;4.00;147760;440140;594.13
116;"rural settlement?";148170;440570;1.00;114.00;6.00;148300;440000;584.63
117;"rural settlement";148240;436830;3.00;350.00;2.00;149420;436090;1392.83
117;"rural settlement";148240;436830;3.00;351.00;3.00;147830;437250;586.94
117;"rural settlement";148240;436830;3.00;353.00;1.00;149250;436700;1018.33
118;"rural settlement";153450;435400;4.00;174.00;2.00;154150;435520;710.21
118;"rural settlement";153450;435400;4.00;308.00;5.00;154330;436330;1280.35
118;"rural settlement";153450;435400;4.00;362.00;1.00;153850;434450;1030.77
118;"rural settlement";153450;435400;4.00;140.00;3.00;153220;434650;784.47
118;"rural settlement";153450;435400;4.00;175.00;5.00;153970;435760;632.45
118;"rural settlement";153450;435400;4.00;163.00;5.00;154590;436160;1370.10
118;"rural settlement";153450;435400;4.00;179.00;6.00;154110;434520;1100.00
118;"rural settlement";153450;435400;4.00;120.00;4.00;152150;435935;1405.78
118;"rural settlement";153450;435400;4.00;169.00;3.00;153990;434900;735.93
118;"rural settlement";153450;435400;4.00;138.00;6.00;152970;434340;1163.61
120;"rural settlement";152150;435935;4.00;118.00;4.00;153450;435400;1405.78
121;"rural settlement?";151125;433600;1.00;523.00;2.00;150950;434800;1212.69
121;"rural settlement?";151125;433600;1.00;300.00;1.00;151800;433620;675.29
121;"rural settlement?";151125;433600;1.00;542.00;1.00;151740;432760;1041.06
121;"rural settlement?";151125;433600;1.00;301.00;3.00;150500;434350;976.28
121;"rural settlement?";151125;433600;1.00;2187.00;1.00;151250;434000;419.07
122;"rural settlement";150150;435950;4.00;523.00;2.00;150950;434800;1400.89
122;"rural settlement";150150;435950;4.00;307.00;4.00;150490;436700;823.46
122;"rural settlement";150150;435950;4.00;350.00;2.00;149420;436090;743.30
122;"rural settlement";150150;435950;4.00;349.00;6.00;149500;435100;1070.04
122;"rural settlement";150150;435950;4.00;353.00;1.00;149250;436700;1171.53
124;"rural settlement";146590;440390;5.00;125.00;1.00;145900;440780;792.59
124;"rural settlement";146590;440390;5.00;115.00;4.00;147760;440140;1196.41
124;"rural settlement";146590;440390;5.00;484.00;7.00;145340;440700;1287.86
124;"rural settlement";146590;440390;5.00;2186.00;1.00;145959;439820;850.32
125;"rural settlement?";145900;440780;1.00;484.00;7.00;145340;440700;565.68
125;"rural settlement?";145900;440780;1.00;487.00;1.00;145160;439680;1325.74
125;"rural settlement?";145900;440780;1.00;124.00;5.00;146590;440390;792.59
125;"rural settlement?";145900;440780;1.00;2186.00;1.00;145959;439820;961.81
126;"rural settlement";144710;432710;2.00;355.00;1.00;143700;432400;1056.50
126;"rural settlement";144710;432710;2.00;335.00;3.00;145050;431810;962.08
126;"rural settlement";144710;432710;2.00;127.00;1.00;144620;433540;834.86
126;"rural settlement";144710;432710;2.00;337.00;3.00;144340;432070;739.25
126;"rural settlement";144710;432710;2.00;354.00;1.00;144100;432320;724.01
126;"rural settlement";144710;432710;2.00;128.00;1.00;144700;432400;310.16
126;"rural settlement";144710;432710;2.00;129.00;3.00;145470;431820;1170.34
127;"rural settlement?";144620;433540;1.00;354.00;1.00;144100;432320;1326.19
127;"rural settlement?";144620;433540;1.00;128.00;1.00;144700;432400;1142.80
127;"rural settlement?";144620;433540;1.00;338.00;5.00;143700;433850;970.82
127;"rural settlement?";144620;433540;1.00;126.00;2.00;144710;432710;834.86
127;"rural settlement?";144620;433540;1.00;355.00;1.00;143700;432400;1464.92
127;"rural settlement?";144620;433540;1.00;337.00;3.00;144340;432070;1496.42
128;"rural settlement?";144700;432400;1.00;355.00;1.00;143700;432400;1000.00
128;"rural settlement?";144700;432400;1.00;127.00;1.00;144620;433540;1142.80
