LimesLimits sites_LimesLimits_ID;final_groups_1_FINAL GROUP;Site_type;final_groups_LimesLimits_ID;LimesLimits sites_X_coordinate;LimesLimits sites_Y_coordinate;final_groups_X_coordinate;final_groups_Y_coordinate;Distance;final_groups_FINAL GROUP;obsolete
108;9;rural settlement;103;155750;424350;157475;422700;2387,074569;1;FALSE
108;9;rural settlement;105;155750;424350;158610;424325;2860,109264;5;FALSE
108;9;rural settlement;252;155750;424350;153220;425480;2770,884335;3;FALSE
108;9;rural settlement;538;155750;424350;154250;422500;2381,701073;3;FALSE
108;9;rural settlement?;289;155750;424350;153500;425500;2526,855754;1;FALSE
186;9;rural settlement;187;157470;442550;158950;440500;2528,418478;6;FALSE
186;9;rural settlement;550;157470;442550;155540;440750;2639,109698;4;FALSE
186;9;rural settlement;552;157470;442550;158310;442590;840,9518417;3;FALSE
186;9;rural settlement;554;157470;442550;158800;442500;1330,939518;4;FALSE
186;9;rural settlement;556;157470;442550;159850;442580;2380,189068;4;FALSE
186;9;rural settlement;558;157470;442550;158210;439760;2886,46843;5;FALSE
186;9;rural settlement;1125;157470;442550;160100;441500;2831,854516;3;FALSE
186;9;rural settlement?;557;157470;442550;159910;442460;2441,659272;2;FALSE
186;9;"rural settlement?; burial(s)";553;157470;442550;158715;442185;1297,401249;5;FALSE
502;9;rural settlement;461;139520;452190;140770;449810;2688,289419;5;FALSE
502;9;rural settlement;488;139520;452190;141270;450450;2467,812797;4;FALSE
502;9;rural settlement;489;139520;452190;141700;451100;2437,314095;3;FALSE
502;9;rural settlement;496;139520;452190;141950;452030;2435,261793;5;FALSE
502;9;rural settlement;497;139520;452190;142227;451865;2726,439803;4;FALSE
502;9;rural settlement;498;139520;452190;141661;451748;2186,14844;6;FALSE
502;9;rural settlement;503;139520;452190;138660;451850;924,7702417;6;FALSE
502;9;rural settlement;507;139520;452190;137820;451390;1878,829423;5;FALSE
502;9;rural settlement;508;139520;452190;137470;450740;2510,975906;5;FALSE
502;9;rural settlement;512;139520;452190;138200;450500;2144,411341;5;FALSE
502;9;rural settlement;860;139520;452190;138900;449820;2449,75509;3;FALSE
502;9;"rural settlement; road?";509;139520;452190;137410;450330;2812,774431;4;FALSE
502;9;"rural settlement; stone-built?";513;139520;452190;139100;450300;1936,104336;7;FALSE
505;9;rural settlement;788;136800;455830;134750;454450;2471,214276;3;FALSE
505;9;rural settlement;1178;136800;455830;136650;455000;843,4453154;2;FALSE
505;9;rural settlement;1179;136800;455830;137000;455250;613,514466;2;FALSE
505;9;"rural settlement; road";3154;136800;455830;135035;453887;2624,971238;1;FALSE
505;9;"rural settlement; road";3159;136800;455830;135335;453717;2571,18533;2;FALSE
536;9;rural settlement;252;152460;423500;153220;425480;2120,848887;3;FALSE
536;9;rural settlement;538;152460;423500;154250;422500;2050,390207;3;FALSE
536;9;rural settlement;568;152460;423500;149600;423460;2860,279707;6;FALSE
536;9;rural settlement;2173;152460;423500;150140;423810;2340,619576;5;FALSE
536;9;rural settlement?;289;152460;423500;153500;425500;2254,240449;1;FALSE
536;9;rural settlement?;534;152460;423500;150560;424850;2330,772404;2;FALSE
537;8;rural settlement;252;152150;422850;153220;425480;2839,330907;3;FALSE
537;8;rural settlement;538;152150;422850;154250;422500;2128,966886;3;FALSE
537;8;rural settlement;539;152150;422850;150850;420450;2729,468813;3;FALSE
537;8;rural settlement;568;152150;422850;149600;423460;2621,945842;6;FALSE
537;8;rural settlement;2173;152150;422850;150140;423810;2227,487374;5;FALSE
537;8;rural settlement?;289;152150;422850;153500;425500;2974,054472;1;FALSE
537;8;rural settlement?;534;152150;422850;150560;424850;2555,014677;2;FALSE
547;9;rural settlement;544;153100;441750;154480;440250;2038,23453;1;FALSE
547;9;rural settlement;548;153100;441750;154580;441080;1624,592257;5;FALSE
547;9;rural settlement;549;153100;441750;154900;440000;2510,478042;3;FALSE
547;9;rural settlement;550;153100;441750;155540;440750;2636,967956;4;FALSE
547;9;rural settlement;2016;153100;441750;152970;444060;2313,655117;3;FALSE
547;9;"rural settlement; burial(s)";499;153100;441750;151110;443570;2696,757312;3;FALSE
547;9;"rural settlement; burial(s)";500;153100;441750;151100;442750;2236,067977;1;FALSE
547;9;"rural settlement; burial(s)?";245;153100;441750;154180;440870;1393,125981;4;FALSE
687;9;rural settlement?;2086;188400;442700;188060;443775;1127,486142;3;FALSE
687;9;rural settlement?;2087;188400;442700;188510;443880;1185,116028;2;FALSE
716;8;"cult site; rural settlement?";722;186800;436920;187300;437100;531,4132102;6;FALSE
716;8;rural settlement;672;186800;436920;185540;439140;2552,645686;6;FALSE
716;8;rural settlement;673;186800;436920;187330;438020;1221,02416;3;FALSE
716;8;rural settlement;680;186800;436920;187800;439550;2813,698633;2;FALSE
716;8;rural settlement;682;186800;436920;186450;439850;2950,830392;6;FALSE
716;8;rural settlement;683;186800;436920;186150;437600;940,6912352;2;FALSE
716;8;rural settlement;697;186800;436920;189450;435800;2876,960201;5;FALSE
716;8;rural settlement;700;186800;436920;188750;436550;1984,792181;3;FALSE
716;8;rural settlement;701;186800;436920;185560;436160;1454,372717;2;FALSE
716;8;rural settlement;702;186800;436920;185730;434550;2600,346131;6;FALSE
716;8;rural settlement;704;186800;436920;184350;436600;2470,809584;3;FALSE
716;8;rural settlement;711;186800;436920;186150;436200;970;5;FALSE
716;8;rural settlement;712;186800;436920;188280;436550;1525,549081;3;FALSE
716;8;rural settlement;1022;186800;436920;187180;439690;2795,94349;6;FALSE
716;8;rural settlement;1032;186800;436920;186700;434000;2921,711827;3;FALSE
716;8;rural settlement, stone-built?;718;186800;436920;185000;436100;1977,978766;6;FALSE
716;8;"rural settlement, stone-built?; burial(s)?";674;186800;436920;185750;438400;1814,63495;6;FALSE
716;8;"rural settlement; burial(s)";715;186800;436920;187500;436900;700,285656;5;FALSE
716;8;"rural settlement; burial(s)";717;186800;436920;187950;434900;2324,413905;6;FALSE
716;8;"rural settlement; burial(s)";724;186800;436920;186500;436200;780;6;FALSE
716;8;"rural settlement; burial(s)?";1025;186800;436920;186770;439800;2880,156246;5;FALSE
716;8;rural settlement?;2077;186800;436920;188200;437300;1450,655024;1;FALSE
733;9;rural settlement;761;189925;427820;190290;427850;366,2308015;6;FALSE
733;9;rural settlement;1088;189925;427820;192430;428950;2748,0766;3;FALSE
733;9;rural settlement;2105;189925;427820;192250;429350;2783,257983;2;FALSE
733;9;rural settlement;2147;189925;427820;188350;430125;2791,710945;2;FALSE
733;9;rural settlement, stone-built;759;189925;427820;191750;426860;2062,092384;7;FALSE
733;9;rural settlement, stone-built?;762;189925;427820;192510;426510;2897,98637;6;FALSE
733;9;"rural settlement; burial(s)";757;189925;427820;191850;428150;1953,0809;5;FALSE
763;9;rural settlement;2100;203000;431500;201346;433288;2435,705237;2;FALSE
763;9;"rural settlement; cult site?";764;203000;431500;200420;430690;2704,163457;6;FALSE
763;9;rural settlement?;2102;203000;431500;203530;433760;2321,314283;3;FALSE
781;9;rural settlement;780;131325;455450;132310;455180;1021,334911;1;FALSE
781;9;rural settlement;782;131325;455450;131840;455790;617,1102009;5;FALSE
781;9;rural settlement;783;131325;455450;132300;455900;1073,83658;6;FALSE
781;9;rural settlement;784;131325;455450;130925;455725;485,412196;3;FALSE
781;9;rural settlement;786;131325;455450;131380;454100;1351,119906;4;FALSE
781;9;rural settlement;837;131325;455450;133000;456460;1955,946063;1;FALSE
781;9;rural settlement;847;131325;455450;129085;457210;2848,71901;6;FALSE
781;9;"rural settlement; military settlement; road";4019;131325;455450;128819;456065;2580,360634;2;FALSE
781;9;"rural settlement; road";779;131325;455450;132920;455100;1632,949785;4;FALSE
781;9;"rural settlement; road";787;131325;455450;132040;454740;1007,633366;5;FALSE
781;9;"rural settlement; road";3113;131325;455450;130710;454540;1098,328275;6;FALSE
781;9;"rural settlement; road; 2 watchtowers; shipwreck(s)";785;131325;455450;129922;454638;1621,034546;6;FALSE
781;9;"rural settlement; road; burial(s)";864;131325;455450;131550;455150;375;5;FALSE
781;9;"rural settlement; watchtower";830;131325;455450;131950;456350;1095,73035;4;FALSE
781;9;"rural settlement; watchtower?";835;131325;455450;128970;455270;2361,868963;5;FALSE
781;9;rural settlement?;848;131325;455450;130050;457550;2456,750903;1;FALSE
781;9;rural settlement?;863;131325;455450;129390;457050;2510,821579;1;FALSE
781;9;"rural settlement?; cult site?";4017;131325;455450;132800;454000;2068,362879;5;FALSE
839;9;"burial(s); rural settlement?";2046;167050;438950;168650;440650;2334,523506;1;FALSE
839;9;rural settlement;181;167050;438950;165150;438150;2061,552813;6;FALSE
839;9;rural settlement;370;167050;438950;166570;436830;2173,660507;6;FALSE
839;9;rural settlement;373;167050;438950;168150;437450;1860,107524;6;FALSE
839;9;rural settlement;376;167050;438950;166700;436000;2970,690156;4;FALSE
839;9;rural settlement;586;167050;438950;169300;438100;2405,202694;4;FALSE
839;9;rural settlement;1116;167050;438950;169075;438325;2119,256945;2;FALSE
839;9;rural settlement;1132;167050;438950;164400;438900;2650,471656;3;FALSE
839;9;rural settlement;1133;167050;438950;164990;438980;2060,218435;5;FALSE
839;9;rural settlement;1135;167050;438950;165250;438450;1868,154169;2;FALSE
839;9;rural settlement;1136;167050;438950;165500;438250;1700,735135;3;FALSE
839;9;rural settlement;2045;167050;438950;167090;441660;2710,295187;2;FALSE
839;9;rural settlement, stone-built?;372;167050;438950;167200;436850;2105,350327;6;FALSE
839;9;"rural settlement; burial(s)";2044;167050;438950;166560;441570;2665,426795;5;FALSE
839;9;rural settlement?;587;167050;438950;166460;438070;1059,481005;3;FALSE
839;9;rural settlement?;2068;167050;438950;165570;436830;2585,498018;1;FALSE
840;9;rural settlement;596;177250;441200;178480;440000;1718,400419;6;FALSE
840;9;rural settlement;1002;177250;441200;176350;438340;2998,266166;3;FALSE
840;9;rural settlement;1003;177250;441200;176600;438500;2777,138815;3;FALSE
840;9;rural settlement;1004;177250;441200;175250;440200;2236,067977;3;FALSE
840;9;rural settlement;2070;177250;441200;177330;438800;2401,332963;3;FALSE
840;9;rural settlement;2071;177250;441200;177350;438475;2726,834245;3;FALSE
840;9;rural settlement?;588;177250;441200;176120;438700;2743,519637;1;FALSE
840;9;rural settlement?;597;177250;441200;178900;438900;2830,635971;3;FALSE
840;9;"rural settlement?; burial(s)";2080;177250;441200;175450;442350;2136,000936;3;FALSE
840;9;"rural settlement?; cult site?";603;177250;441200;176860;438780;2451,224184;5;FALSE
841;10;rural settlement;1035;186570;429310;187640;431780;2691,80237;2;FALSE
841;10;rural settlement;1036;186570;429310;188150;431660;2831,766233;2;FALSE
841;10;rural settlement;1042;186570;429310;188500;430800;2438,237068;5;FALSE
841;10;rural settlement;1044;186570;429310;188500;430550;2294,013949;1;FALSE
841;10;rural settlement;2147;186570;429310;188350;430125;1957,70912;2;FALSE
841;10;rural settlement, stone-built?;731;186570;429310;187950;430470;1802,775638;7;FALSE
841;10;"rural settlement; burial(s)";1034;186570;429310;186795;432075;2774,139506;6;FALSE
841;10;"rural settlement; burial(s)";1043;186570;429310;188300;430610;2164,000924;7;FALSE
841;10;"rural settlement; burial(s)?";2144;186570;429310;186630;431440;2130,844903;5;FALSE
841;10;"rural settlement; road?";2142;186570;429310;184902;428043;2094,63911;6;FALSE
841;10;rural settlement?;1038;186570;429310;185570;431670;2563,123095;5;FALSE
842;8;rural settlement;761;188400;428725;190290;427850;2082,720577;6;FALSE
842;8;rural settlement;1036;188400;428725;188150;431660;2945,628116;2;FALSE
842;8;rural settlement;1042;188400;428725;188500;430800;2077,408241;5;FALSE
842;8;rural settlement;1044;188400;428725;188500;430550;1827,737673;1;FALSE
842;8;rural settlement;2147;188400;428725;188350;430125;1400,892573;2;FALSE
842;8;rural settlement, stone-built?;731;188400;428725;187950;430470;1802,089066;7;FALSE
842;8;"rural settlement; burial(s)";1043;188400;428725;188300;430610;1887,650656;7;FALSE
845;9;"rural settlement; road";3125;120582;455352;118420;455380;2162,181306;6;FALSE
875;8;rural settlement;761;188850;428100;190290;427850;1461,540283;6;FALSE
875;8;rural settlement;1042;188850;428100;188500;430800;2722,590678;5;FALSE
875;8;rural settlement;1044;188850;428100;188500;430550;2474,873734;1;FALSE
875;8;rural settlement;2147;188850;428100;188350;430125;2085,815188;2;FALSE
875;8;rural settlement, stone-built?;731;188850;428100;187950;430470;2535,133133;7;FALSE
875;8;"rural settlement; burial(s)";1043;188850;428100;188300;430610;2569,55249;7;FALSE
1074;8;rural settlement;758;192610;425300;193150;426700;1500,533239;5;FALSE
1074;8;rural settlement;1094;192610;425300;194500;426250;2115,325034;4;FALSE
1074;8;rural settlement, stone-built;759;192610;425300;191750;426860;1781,347804;7;FALSE
1074;8;rural settlement, stone-built?;762;192610;425300;192510;426510;1214,125199;6;FALSE
1074;8;"rural settlement; burial(s)";757;192610;425300;191850;428150;2949,593192;5;FALSE
1077;9;rural settlement;743;196260;436750;195500;435000;1907,90461;6;FALSE
1077;9;rural settlement;744;196260;436750;195400;434050;2833,654884;4;FALSE
1077;9;rural settlement;2091;196260;436750;196500;434980;1786,197078;5;FALSE
1077;9;rural settlement;2092;196260;436750;194450;435800;2044,16242;6;FALSE
1081;8;"burial(s); rural settlement?";1080;192150;439200;191840;439410;374,4329045;3;FALSE
1081;8;rural settlement;695;192150;439200;191600;439500;626,4982043;5;FALSE
1081;8;rural settlement;751;192150;439200;191650;436550;2696,757312;5;FALSE
1081;8;rural settlement;752;192150;439200;192080;436400;2800,874863;3;FALSE
1081;8;rural settlement;755;192150;439200;190900;436820;2688,289419;3;FALSE
1081;8;rural settlement;2088;192150;439200;191168;439607;1063,001881;4;FALSE
1119;8;"burial(s); rural settlement?";2046;167100;438150;168650;440650;2941,513216;1;FALSE
1119;8;rural settlement;181;167100;438150;165150;438150;1950;6;FALSE
1119;8;rural settlement;370;167100;438150;166570;436830;1422,427503;6;FALSE
1119;8;rural settlement;373;167100;438150;168150;437450;1261,942946;6;FALSE
1119;8;rural settlement;374;167100;438150;169600;437330;2631,04542;4;FALSE
1119;8;rural settlement;375;167100;438150;167430;435520;2650,622568;5;FALSE
1119;8;rural settlement;376;167100;438150;166700;436000;2186,892773;4;FALSE
1119;8;rural settlement;586;167100;438150;169300;438100;2200,568108;4;FALSE
1119;8;rural settlement;590;167100;438150;170030;438050;2931,705988;5;FALSE
1119;8;rural settlement;1116;167100;438150;169075;438325;1982,738006;2;FALSE
1119;8;rural settlement;1132;167100;438150;164400;438900;2802,231254;3;FALSE
1119;8;rural settlement;1133;167100;438150;164990;438980;2267,37734;5;FALSE
1119;8;rural settlement;1135;167100;438150;165250;438450;1874,166481;2;FALSE
1119;8;rural settlement;1136;167100;438150;165500;438250;1603,121954;3;FALSE
1119;8;rural settlement, stone-built?;372;167100;438150;167200;436850;1303,840481;6;FALSE
1119;8;rural settlement?;587;167100;438150;166460;438070;644,9806199;3;FALSE
1119;8;rural settlement?;2068;167100;438150;165570;436830;2020,717694;1;FALSE
1177;8;rural settlement;461;140000;452500;140770;449810;2798,035025;5;FALSE
1177;8;rural settlement;488;140000;452500;141270;450450;2411,514047;4;FALSE
1177;8;rural settlement;489;140000;452500;141700;451100;2202,271555;3;FALSE
1177;8;rural settlement;496;140000;452500;141950;452030;2005,841469;5;FALSE
1177;8;rural settlement;497;140000;452500;142227;451865;2315,762078;4;FALSE
1177;8;rural settlement;498;140000;452500;141661;451748;1823,300579;6;FALSE
1177;8;rural settlement;503;140000;452500;138660;451850;1489,328708;6;FALSE
1177;8;rural settlement;507;140000;452500;137820;451390;2446,323773;5;FALSE
1177;8;rural settlement;512;140000;452500;138200;450500;2690,724809;5;FALSE
1177;8;rural settlement;860;140000;452500;138900;449820;2896,963928;3;FALSE
1177;8;"rural settlement; stone-built?";513;140000;452500;139100;450300;2376,972865;7;FALSE
2110;8;rural settlement;1138;193760;414080;193000;416550;2584,279397;3;FALSE
2110;8;rural settlement;1139;193760;414080;192750;416050;2213,820228;2;FALSE
2110;8;rural settlement;1143;193760;414080;191300;415350;2768,483339;6;FALSE
2110;8;rural settlement;1144;193760;414080;192500;414950;1531,176019;4;FALSE
2110;8;rural settlement;1145;193760;414080;196400;412700;2978,925981;2;FALSE
2110;8;rural settlement;1146;193760;414080;194900;413150;1471,22398;3;FALSE
2110;8;rural settlement;1151;193760;414080;192100;413150;1902,761152;2;FALSE
2110;8;rural settlement;1163;193760;414080;191600;415200;2433,105012;2;FALSE
2110;8;rural settlement;1164;193760;414080;192000;414950;1963,288058;5;FALSE
2110;8;rural settlement, stone-built;1075;193760;414080;191250;415700;2987,390165;7;FALSE
2110;8;"rural settlement; burial(s)";1148;193760;414080;194800;412600;1808,867049;7;FALSE
2136;9;rural settlement;761;188250;428800;190290;427850;2250,355527;6;FALSE
2136;9;rural settlement;1036;188250;428800;188150;431660;2861,747718;2;FALSE
2136;9;rural settlement;1042;188250;428800;188500;430800;2015,564437;5;FALSE
2136;9;rural settlement;1044;188250;428800;188500;430550;1767,766953;1;FALSE
2136;9;rural settlement;2147;188250;428800;188350;430125;1328,768227;2;FALSE
2136;9;rural settlement, stone-built?;731;188250;428800;187950;430470;1696,732153;7;FALSE
2136;9;"rural settlement; burial(s)";1043;188250;428800;188300;430610;1810,690476;7;FALSE
2140;8;rural settlement;761;188200;429000;190290;427850;2385,497852;6;FALSE
2140;8;rural settlement;1035;188200;429000;187640;431780;2835,842027;2;FALSE
2140;8;rural settlement;1036;188200;429000;188150;431660;2660,469883;2;FALSE
2140;8;rural settlement;1042;188200;429000;188500;430800;1824,828759;5;FALSE
2140;8;rural settlement;1044;188200;429000;188500;430550;1578,76534;1;FALSE
2140;8;rural settlement;2147;188200;429000;188350;430125;1134,955946;2;FALSE
2140;8;rural settlement, stone-built?;731;188200;429000;187950;430470;1491,106971;7;FALSE
2140;8;"rural settlement; burial(s)";1043;188200;429000;188300;430610;1613,102601;7;FALSE
2140;8;"rural settlement; burial(s)?";2144;188200;429000;186630;431440;2901,465147;5;FALSE
2141;8;rural settlement;761;187800;428450;190290;427850;2561,269217;6;FALSE
2141;8;rural settlement;1042;187800;428450;188500;430800;2452,039967;5;FALSE
2141;8;rural settlement;1044;187800;428450;188500;430550;2213,594362;1;FALSE
2141;8;rural settlement;2147;187800;428450;188350;430125;1762,987521;2;FALSE
2141;8;rural settlement, stone-built?;731;187800;428450;187950;430470;2025,561651;7;FALSE
2141;8;"rural settlement; burial(s)";1043;187800;428450;188300;430610;2217,115243;7;FALSE
2141;8;"rural settlement; road?";2142;187800;428450;184902;428043;2926,440329;6;FALSE
2172;8;rural settlement;102;156400;425150;158250;422800;2990,819286;4;FALSE
2172;8;rural settlement;103;156400;425150;157475;422700;2675,467249;1;FALSE
2172;8;rural settlement;105;156400;425150;158610;424325;2358,966935;5;FALSE
2172;8;rural settlement?;289;156400;425150;153500;425500;2921,044334;1;FALSE
3054;8;rural settlement;3018;89850;465900;90950;467810;2204,109798;6;FALSE
3054;8;rural settlement;3021;89850;465900;92120;467700;2897,050224;3;FALSE
3054;8;rural settlement;3025;89850;465900;92140;465170;2403,539057;2;FALSE
3054;8;rural settlement;3029;89850;465900;92450;464600;2906,888371;2;FALSE
3054;8;rural settlement;3052;89850;465900;87250;466670;2711,62313;2;FALSE
3054;8;rural settlement;3129;89850;465900;91760;464120;2610,842776;5;FALSE
3054;8;rural settlement;3156;89850;465900;88236;464068;2441,560976;1;FALSE
3054;8;rural settlement;3157;89850;465900;89562;463811;2108,759114;3;FALSE
3054;8;rural settlement;3163;89850;465900;88550;468500;2906,888371;5;FALSE
3054;8;"rural settlement; burial(s); road";3051;89850;465900;88625;467825;2281,720842;6;FALSE
3054;8;rural settlement?;3158;89850;465900;88487;464384;2038,633121;1;FALSE
3054;8;"rural settlement?; burial(s)?";3147;89850;465900;89500;465800;364,0054945;3;FALSE
3082;9;rural settlement;3086;74290;452680;74750;452800;475,394573;1;FALSE
3082;9;rural settlement;3087;74290;452680;73241;451158;1848,481809;2;FALSE
3082;9;rural settlement;3089;74290;452680;76749;451048;2951,288702;6;FALSE
3082;9;rural settlement?;3083;74290;452680;76787;453724;2706,46356;1;FALSE
3082;9;rural settlement?;3084;74290;452680;75500;453300;1359,595528;2;FALSE
3082;9;rural settlement?;3085;74290;452680;75862;452308;1615,415736;1;FALSE
3082;9;rural settlement?;4001;74290;452680;74325;450105;2575,237853;2;FALSE
3082;9;rural settlement?;4002;74290;452680;75250;450500;2382,015953;2;FALSE
3132;9;rural settlement;3007;87200;469750;89400;470900;2482,438317;1;FALSE
3132;9;rural settlement;3019;87200;469750;89600;470200;2441,823089;2;FALSE
3132;9;rural settlement;3163;87200;469750;88550;468500;1839,836949;5;FALSE
3132;9;"rural settlement; burial(s); road";3051;87200;469750;88625;467825;2395,046972;6;FALSE
3148;8;rural settlement;3018;89600;466300;90950;467810;2025,487596;6;FALSE
3148;8;rural settlement;3021;89600;466300;92120;467700;2882,776439;3;FALSE
3148;8;rural settlement;3025;89600;466300;92140;465170;2780,017986;2;FALSE
3148;8;rural settlement;3052;89600;466300;87250;466670;2378,949348;2;FALSE
3148;8;rural settlement;3156;89600;466300;88236;464068;2615,782866;1;FALSE
3148;8;rural settlement;3157;89600;466300;89562;463811;2489,290059;3;FALSE
3148;8;rural settlement;3163;89600;466300;88550;468500;2437,724349;5;FALSE
3148;8;"rural settlement; burial(s); road";3051;89600;466300;88625;467825;1810,041436;6;FALSE
3148;8;rural settlement?;3158;89600;466300;88487;464384;2215,812492;1;FALSE
3148;8;"rural settlement?; burial(s)?";3147;89600;466300;89500;465800;509,9019514;3;FALSE
3153;8;rural settlement;788;136490;455544;134750;454450;2055,34328;3;FALSE
3153;8;rural settlement;1178;136490;455544;136650;455000;567,0414447;2;FALSE
3153;8;rural settlement;1179;136490;455544;137000;455250;588,6730841;2;FALSE
3153;8;"rural settlement; road";3154;136490;455544;135035;453887;2205,147161;1;FALSE
3153;8;"rural settlement; road";3159;136490;455544;135335;453717;2161,470333;2;FALSE
3162;8;rural settlement;3007;87520;469700;89400;470900;2230,336298;1;FALSE
3162;8;rural settlement;3019;87520;469700;89600;470200;2139,252206;2;FALSE
3162;8;rural settlement;3163;87520;469700;88550;468500;1581,423409;5;FALSE
3162;8;"rural settlement; burial(s); road";3051;87520;469700;88625;467825;2176,384617;6;FALSE
3164;9;rural settlement;3018;90000;465570;90950;467810;2433,125562;6;FALSE
3164;9;rural settlement;3025;90000;465570;92140;465170;2177,062241;2;FALSE
3164;9;rural settlement;3029;90000;465570;92450;464600;2635,033207;2;FALSE
3164;9;rural settlement;3052;90000;465570;87250;466670;2961,840644;2;FALSE
3164;9;rural settlement;3129;90000;465570;91760;464120;2280,372777;5;FALSE
3164;9;rural settlement;3156;90000;465570;88236;464068;2316,82973;1;FALSE
3164;9;rural settlement;3157;90000;465570;89562;463811;1812,712057;3;FALSE
3164;9;"rural settlement; burial(s); road";3051;90000;465570;88625;467825;2641,145585;6;FALSE
3164;9;rural settlement?;3158;90000;465570;88487;464384;1922,437255;1;FALSE
3164;9;"rural settlement?; burial(s)?";3147;90000;465570;89500;465800;550,3635162;3;FALSE
3165;8;rural settlement;3018;90150;465260;90950;467810;2672,545603;6;FALSE
3165;8;rural settlement;3025;90150;465260;92140;465170;1992,034136;2;FALSE
3165;8;rural settlement;3029;90150;465260;92450;464600;2392,822601;2;FALSE
3165;8;rural settlement;3056;90150;465260;89022;462488;2992,719165;2;FALSE
3165;8;rural settlement;3129;90150;465260;91760;464120;1972,739212;5;FALSE
3165;8;rural settlement;3156;90150;465260;88236;464068;2254,830371;1;FALSE
3165;8;rural settlement;3157;90150;465260;89562;463811;1563,759892;3;FALSE
3165;8;"rural settlement; burial(s); road";3051;90150;465260;88625;467825;2984,099529;6;FALSE
3165;8;rural settlement?;3158;90150;465260;88487;464384;1879,612992;1;FALSE
3165;8;"rural settlement?; burial(s)?";3147;90150;465260;89500;465800;845,0443775;3;FALSE
3166;8;rural settlement;3030;95500;462750;95150;464490;1774,852107;3;FALSE
3166;8;rural settlement;3031;95500;462750;95981;464496;1811,04307;1;FALSE
3166;8;rural settlement;3032;95500;462750;97080;465020;2765,736792;2;FALSE
3166;8;rural settlement;3033;95500;462750;97350;464600;2616,29509;1;FALSE
3166;8;rural settlement;3034;95500;462750;97000;464000;1952,562419;1;FALSE
3166;8;rural settlement;3035;95500;462750;95839;463833;1134,817166;1;FALSE
3166;8;rural settlement;3037;95500;462750;97100;462750;1600;3;FALSE
3166;8;rural settlement;3039;95500;462750;97730;462600;2235,03915;3;FALSE
3166;8;rural settlement;3045;95500;462750;97050;463180;1608,53971;2;FALSE
3166;8;rural settlement;3063;95500;462750;92865;463130;2662,259379;6;FALSE
3166;8;rural settlement;3128;95500;462750;96768;463082;1310,743301;6;FALSE
3166;8;rural settlement;3146;95500;462750;94000;463425;1644,878415;1;FALSE
3166;8;rural settlement?;3064;95500;462750;94700;461540;1450,551619;2;FALSE
3166;8;rural settlement?;3112;95500;462750;96700;461180;1976,081982;3;FALSE
3166;8;rural settlement?;3145;95500;462750;94350;461760;1517,432041;1;FALSE
3167;8;"road; civil / rural settlement?";4005;105222;460363;105930;458700;1807,438242;5;FALSE
3167;8;rural settlement;3072;105222;460363;103050;459960;2209,070619;5;FALSE
3167;8;"rural settlement; jetty?; road";3071;105222;460363;102790;460800;2470,949817;6;FALSE
3167;8;"rural settlement; road";3074;105222;460363;107350;458300;2963,84092;6;FALSE
3168;8;"rural settlement; road";3074;108862;457628;107350;458300;1654,608111;6;FALSE
3169;8;rural settlement?;3076;110915;455182;110570;454880;458,5073609;3;FALSE
